text,true_label,openai_pred,anthropic_pred,gemini_pred,openai_latency,anthropic_latency,gemini_latency
Spam suspension hits Sohu.com shares (FT.com) FT.c,Technology,Business,Business,Business,0.5485849380493164,0.9572548866271973,0.5252580642700195
Erstad's Double Lifts Angels to Win (AP) AP - Dari,Sports,Sports,Sports,Sports,0.8368058204650879,0.7319402694702148,0.8716120719909668
Drew Out of Braves' Lineup After Injury (AP) AP - ,Sports,Sports,Sports,Sports,0.7021281719207764,0.7690131664276123,0.6798100471496582
"Venezuelans Flood Polls, Voting Extended  CARACAS,",World,World,World,World,0.7417988777160645,0.9952359199523926,0.6475892066955566
Dell Exits Low-End China Consumer PC Market  HONG ,Technology,Business,Business,Business,0.6794500350952148,5.95496392250061,0.5462980270385742
China Says Taiwan Spy Also Operated in U.S. - Medi,World,World,World,World,0.9793169498443604,0.6513359546661377,0.7170898914337158
"Another Major Non-Factor Another major, another di",Sports,Sports,Sports,Sports,0.5018329620361328,0.843660831451416,0.4012129306793213
US fighter squadron to be deployed in South Korea ,World,World,World,World,1.4562759399414062,0.7394182682037354,1.159452199935913
Johnson Back to His Best as D-Backs End Streak  NE,Sports,Sports,Sports,Sports,0.8480892181396484,0.7196087837219238,0.53965163230896
Restive Maldives eases curfew after rounding up di,World,World,World,World,0.6596992015838623,0.9437298774719238,0.7270998954772949
Vodafone hires Citi for Cesky bid (TheDeal.com) Th,Technology,Business,Business,Business,0.6064691543579102,0.7876169681549072,0.5353090763092041
Dollar Briefly Hits 4-Wk Low Vs Euro  LONDON (Reut,Business,Business,Business,Business,0.6917259693145752,3.8345999717712402,0.8081059455871582
Promoting a Shared Vision As Michael Kaleko kept r,Technology,World,Business,Technology,0.49813127517700195,0.6483592987060547,0.7299871444702148
India's Tata expands regional footprint via NatSte,World,Business,Business,Business,0.6359128952026367,1.7759580612182617,0.43776702880859375
Delegates Urge Cleric to Pull Out of Najaf BAGHDAD,World,World,World,World,0.6736841201782227,2.2217819690704346,0.5802717208862305
Treasuries Slip as Stocks Rally  NEW YORK (Reuters,Business,Business,Business,Business,0.695591926574707,0.8595919609069824,0.5091989040374756
Dollar Rises Vs Euro on Asset Flows Data  NEW YORK,Business,Business,Business,Business,0.7297687530517578,0.8005609512329102,0.4773118495941162
"Sutton Adds Haas, Cink to Ryder Cup Team  MILWAUKE",Sports,Sports,Sports,Sports,2.061878204345703,0.716688871383667,0.6839768886566162
Haas and Cink Selected for Ryder Cup Team Jay Haas,Sports,Sports,Sports,Sports,0.8945610523223877,0.7891747951507568,0.4888629913330078
Natalie Coughlin Wins 100M Backstroke (AP) AP - Am,Sports,Sports,Sports,Sports,0.4705009460449219,0.9307971000671387,0.7417500019073486
Oracle Overhauls Sales-Side Apps for CRM Suite (Ne,Technology,Technology,Technology,Technology,0.6570849418640137,0.7550749778747559,0.7406501770019531
UN launches 210-million-dollar appeal for flood-hi,World,World,World,World,0.5505578517913818,0.7710170745849609,0.7436201572418213
Indian state rolls out wireless broadband Governme,Technology,Technology,Technology,Technology,0.47432994842529297,0.7661621570587158,0.8642480373382568
"Hurricane Survivors Wait for Water, Gas PUNTA GORD",World,World,World,World,1.1240687370300293,0.9081199169158936,0.6532690525054932
"Jackson Squares Off With Prosecutor SANTA MARIA, C",World,World,Sports,World,0.5842201709747314,0.8869459629058838,0.5240480899810791
Bobcats Trade Drobnjak to Hawks for Pick (AP) AP -,Sports,Sports,Sports,Sports,0.5199089050292969,0.7629039287567139,0.69828200340271
"Suspect charged in abduction, sexual assault of 11",World,World,World,World,0.7214450836181641,0.7315530776977539,0.6971580982208252
China's Red Flag Linux to focus on enterprise Red ,Technology,Technology,Business,Technology,0.5810050964355469,0.7940900325775146,0.8852159976959229
AOL Properties Sign Girafa For Thumbnail Search Im,Technology,Technology,Technology,Technology,0.6354119777679443,1.150285005569458,0.7523348331451416
Cassini Spies Two Little Saturn Moons (AP) AP - NA,Technology,World,Technology,Technology,0.7767796516418457,0.8859398365020752,0.8641977310180664
On front line of AIDS in Russia An industrial city,World,World,World,World,0.824491024017334,0.7590248584747314,0.7837860584259033
Nobel Laureate Decries Stem Cell Limits (AP) AP - ,Technology,World,Technology,World,0.7873992919921875,0.7025308609008789,0.8283069133758545
Jury Can Hear of Kobe Accuser's Sex Life (AP) AP -,Sports,World,Sports,World,0.8291306495666504,0.9369609355926514,2.3496859073638916
"North Korea Talks Still On, China Tells Downer (Re",World,World,World,World,0.4964771270751953,0.7097659111022949,0.6081027984619141
Griffin to Anchor D-Line The Redskins expect huge ,Sports,Sports,Sports,Sports,0.6244769096374512,0.7325220108032227,1.0178520679473877
Last American defector in North Korea agrees to te,World,World,World,World,0.6677601337432861,0.7009341716766357,0.947882890701294
Live: Olympics day four Richard Faulds and Stephen,World,Sports,Sports,Sports,0.8696701526641846,0.8307318687438965,1.9809651374816895
"Kerry Widens Lead in California, Poll Finds (Reute",World,World,World,World,0.6216518878936768,1.050832986831665,0.49797511100769043
Capacity Crowds at Beach Volleyball Rock the Joint,Sports,Sports,Sports,Sports,0.9847838878631592,1.475541114807129,0.4417531490325928
"Dollar Near Recent Lows, Awaits ZEW/CPI  LONDON (R",Business,Business,Business,Business,0.6160101890563965,0.7882578372955322,0.5340070724487305
Intel to delay product aimed for high-definition T,Business,Technology,Technology,Technology,0.7798762321472168,0.734346866607666,0.6823511123657227
Venezuela vote keeps Chavez as president CARACAS -,World,World,World,World,0.913801908493042,0.7190821170806885,0.6230928897857666
Jailing of HK democrat in China 'politically motiv,World,World,World,World,2.9930520057678223,0.9561469554901123,0.4260220527648926
Kmart Swings to Profit in 2Q; Stock Surges (AP) AP,Business,Business,Business,Business,1.0742177963256836,1.4719979763031006,0.6148862838745117
Fischer's Fiancee: Marriage Plans Genuine (AP) AP ,World,World,World,World,0.6826910972595215,0.6506927013397217,0.8181140422821045
"U.S. Misses Cut in Olympic 100 Free ATHENS, Greece",World,Sports,Sports,Sports,0.7776298522949219,1.3340342044830322,0.8560769557952881
Consumers Would Pay In Phone Proposal A proposal b,Technology,Business,Business,Business,0.821077823638916,0.9212758541107178,0.6690468788146973
U.S. Brokers Cease-fire in Western Afghanistan  KA,World,World,World,World,1.2936551570892334,6.198538064956665,0.84564208984375
Sneaky Credit Card Tactics Keep an eye on your cre,Business,Business,Business,Business,3.113279104232788,0.7807600498199463,1.2048571109771729
Intel Delays Launch of Projection TV Chip In anoth,Technology,Technology,Technology,Technology,3.910156011581421,1.2402958869934082,0.8252770900726318
Fund pessimism grows NEW YORK (CNN/Money) - Money ,Business,Business,Business,Business,0.7088818550109863,0.7267458438873291,0.9884598255157471
Kederis proclaims innocence Olympic champion Kosta,Sports,Sports,Sports,Sports,0.7895419597625732,0.8007161617279053,0.47189784049987793
Eriksson doesn #39;t feel any extra pressure follo,Sports,Sports,Sports,Sports,0.6115288734436035,1.4475548267364502,0.5272340774536133
"Injured Heskey to miss England friendly NEWCASTLE,",Sports,Sports,Sports,Sports,0.511681079864502,1.002589225769043,0.4849362373352051
"Staples Profit Up, to Enter China Market  NEW YORK",Business,Business,Business,Business,0.5745890140533447,0.8233850002288818,0.8643600940704346
Delegation Is Delayed Before Reaching Najaf AGHDAD,World,World,World,World,0.7212860584259033,1.3847439289093018,0.4519388675689697
"Consumer Prices Down, Industry Output Up  WASHINGT",Business,Business,Business,Business,0.9921748638153076,0.737412691116333,0.498380184173584
